ANO;PROCESSO ;CONVENENTE;SIAFI/SICONV;CONVÊNIO;OFÍCIO DA AECI;ENTREGUE NO TCU
2013;72031.007353/2011-45 ;Associação  Comunitária de Radiodifusão de Samambaia/DF;703788;521/2009;Ofício n° 808/2013/AECI/Mtur;02/09/2013
2013;72031.008786/2011-18;Associação  Comunitária de Radiodifusão de Samambaia/DF;702271;1595/2008;Ofício n° 808/2013/AECI/Mtur;02/09/2013
2013;72031.005995/2010-29;Prefeitura Municipal de Espírito Santo do Turvo/SP;598466;527/2007;Ofício n° 806/2013/AECI/Mtur;02/09/2013
2013;72000.002737/2009-14;Prefeitura Municipal de Santa Cruz de Salinas/MG;630706;752/2008;Ofício n° 804/2013/AECI/Mtur;02/09/2013
2013;72031.000322/2011-63;Prefeitura Municipal de Reduto/MG;737572;737572/2010;Ofício n° 802/2013/AECI/Mtur;02/09/2013
2013;72031.001491/2010-30;Empresa de Turismo de Pernambuco S/A - EMPETUR;703693;703693/2009;Ofício n° 799/2013/AECI/Mtur;02/09/2013
2013;72031.006297/2010-41;Associação Socio-Ambintal - Comunidade Ativa/SP;634052;1026/2008;Ofício n° 797/2013/AECI/Mtur;02/09/2013
2013;72100.001065/2007-30;Prefeitura Municipal de Faxinal/PR;393645;42/2000;Ofício n° 77/2013/AECI/Mtur;05/03/2013
2013;72031.013355/2010-92;Prefeitura Municipal de Pedra Lavrada/PB;703640;703640/2009;Ofício n° 76/2013/AECI/Mtur;05/03/2013
2013;72031.000238/2011-40;Fundação Almir Pinto;734522/2010;734522/2010;Ofício n° 75/2013/AECI/Mtur;05/03/2013
2013;72031.000308/2011-60;Prefeitura Municipal de Palmeirina/PE;702557;702557/2008;Ofício n° 713/2013/AECI/Mtur;14/08/2013
2013;72031.004656/2010-25;Ação Social Luz da Manhã;624564;705/2007;Ofício n° 711/2013/AECI/Mtur;14/08/2013
2013;72031.007159/2012-41;Sociedade de Assistência Social, Cultural e Recreativa de Ibiraçu-SACRI/ES;523612;63/2005;Ofício n° 709/2013/AECI/Mtur;14/08/2013
2013;72031.002246/2012-10;Associação Sergipana de Bloco de Trios - ASBT;702871;702871/2008;Ofício n° 680/2013/AECI/Mtur;02/08/2013
2013;72031.004943/2009-00;Prefeitura Municipal de Itaparica/BA ;565497;313/2006;Ofício n° 678/2013/AECI/Mtur;02/08/2013
2013;72031.006449/2010-13;Associação Brasileira de Odontologia ABO/Seção de Minas Gerais/Regional Uberlância;589239;586/2006;Ofício n° 671/2013/AECI/Mtur;02/08/2013
2013;72031.000973/2013-15;Federação Nacional dos Policiais Rodoviários Federais;727278/2009 - SIAFI n° 659466;1.837/2009;Ofício n° 669/2013/AECI/Mtur;02/08/2013
2013;72031.009210/2010-97;Associação Bauru e Região Convetion & Visitors Bareau-BRC&VB;559287;054/2006;Ofício n° 564/2013/AECI/Mtur;05/07/2013
2013;72031.004842/2012-26;Prefeitura Municipal de Alcantaras/CE;706751;706751/2009;Ofício n° 562/2013/AECI/Mtur;05/07/2013
2013;72100.000698/2009-92;Associação dos Pequenos Agricultores de Valente/BA;407364;280/2000;Ofício n° 492/2013/AECI/Mtur;20/06/2013
2013;72031.006598/2010-74;Prefeitura Municipal de São Cristovão/SE;564191;302/2006;Ofício n° 454/2013/AECI/Mtur;10/06/2013
2013;72031.008439/2011-95;Piauí Turismo -PIEMTUR;633021;440/2008;Ofício n° 452/2013/AECI/Mtur;10/06/2013
2013;72031.010392/2011-20;Fundação Cultural museu Ético do Nordeste-FUNET-PB;740448;740448/2010;Ofício n° 375/2013/AECI/Mtur;24/05/2013
2013;72031.010555/2010-93;Prefeitura Municipal de Agrestina/PE;631583;482/2008;Ofício n° 373/2013/AECI/Mtur;24/05/2013
2013;72031.001445/2011-11;Prefeitura Municipal de Cajazeiras/PB;703766;703766/2009;Ofício n° 369/2013/AECI/Mtur;24/05/2013
2013;72031.016472/2010-16;Prefeitura Municipal de Areia Branca/SE;703827;703827/2009;Ofício n° 368/2013/AECI/Mtur;24/05/2013
2013;72031.001373/2011-11;Instituto Arte, Cia e Cidadania-IACC;702723;702723/2008;Ofício n° 367/2013/AECI/Mtur;24/05/2013
2013;72031.001068/2013-82;Instituto Centro Brasileiro de Cultural Casa Brasil;652421; Termo de Parceria n° 2/2009;Ofício n° 366/2013/AECI/Mtur;24/05/2013
2013;72031.006464/2010-53;Grêmio Recreativo Escola de Samba Acadêmicos da Rocinha-GRESAR;590433;584/2006;Ofício n° 252/2013/AECI/Mtur;30/04/2013
2013;72000.003174/2009-81;Prefeitura Municipal de Angelina/PE;628167;364/2008;Ofício n° 251/2013/AECI/Mtur;30/04/2013
2013;72031.006829/2010-40;Instituto de Apoio Técnico Especializado a Cidadania - IATEC;623049;986/2007;Ofício n° 250/2013/AECI/Mtur;30/04/2013
2013;72031.006811/2010-48;Prefeitura Municipal de Palmeirina/PE;629495;429/2008;Ofício n° 249/2013/AECI/Mtur;30/04/2013
2013;72031.006451/2010-84;Prefeitura Municipal de Saloá/PE;592709;122/2007;Ofício n° 248/2013/AECI/Mtur;30/04/2013
2013;72031.004944/2009-46;Organização Não Governamental para Desenvolvimento do Turismo -ONGTur;649760;700011/2008;Ofício n° 247/2013/AECI/Mtur;30/04/2013
2013;72031.006502/2010-78;Prefeitura Municipal de Encruzilhada do Sul/RS;517744;300/2004;Ofício n° 239/2013/AECI/Mtur;30/04/2013
2013;72031.004493/2009-47;Grupo Folclórico de Itapipoca/CE;634093;1189/2008;Ofício n° 238/2013/AECI/Mtur;30/04/2013
2013;72000.002693/2009-22;Prefeitura Municipal de Iúna/ES;629912;156/2008;Ofício n° 237/2013/AECI/Mtur;30/04/2013
2013;72031.004403/2010-51;Associação Brasileira de Jornalismo do Turismo Seccional do Estado do Mato Grosso/MT;650654;1172/2008;Ofício n° 236/2013/AECI/Mtur;30/04/2013
2013;00190.006524/2012-66; Prefeitura Municipal de São Raimundo Novato/PI;550550;Contrato de Repasse n° 0180202-24/2005;Ofício n° 235/2013/AECI/Mtur;30/04/2013
2013;72100.000874/2008-13;Prefeitura Municipal de Ilhéus/BA;382513;164/1999;Ofício n° 234/2013/AECI/Mtur;30/04/2013
2013;72031.013814/2010-38;Instituto de Tecnologia, Pesquisa e Cultural da Amazônia-ITEC;703504;703504/2009;Ofício n° 233/2013/AECI/Mtur;30/04/2013
2013;72100.000146/2010-18;Prefeitura Municipal de Uruoca/CE;382960;183/1999;Ofício n° 187/2013/AECI/Mtur;12/04/2013
2013;00190.005803/2012-11;Prefeitura Municipal de Luís Correia/PI;546479;Contrato de Repasse n° 0188165-47/2005;Ofício n° 186/2013/AECI/Mtur;12/04/2013
2013;72031.002510/2009-10;Associação Cultural e Folclórica de Itiúba/BA -ASCULFI;592891;Termo de Convênio n° 148/2007;Ofício n° 152/2013/AECI/Mtur;26/03/2013
2013;72031.006459/2010-41;Associação Bauru e Região Convetion & Visitors Bareau;564041;56/2006;Ofício n° 1352/2013/AECI/Mtur;28/11/2013
2013;72031.009213/2010-21;Instituto de Desenvolvimento Empresarial, Social e Profissional do Espirito Santo/ES.;623015;907/2007;Ofício n° 1349/2013/AECI/Mtur;28/11/2013
2013;72031.006973/2010-86;Prefeitura Municipal de Santa Rita de Minas/MG;617682;875/2007;Ofício n° 1347/2013/AECI/Mtur;28/11/2013
2013;72031.006878/2010-82;Sindicato dos Produtores Rurais de Iturama/MG;564418;349/2006;Ofício n° 1345/2013/AECI/Mtur;28/11/2013
2013;72031.006610/2010-41;Programa Brasileiro de Apoio ao Trabalhador;524346;110/2005;Ofício n° 1342/2013/AECI/Mtur;28/11/2013
2013;72031.006594/2010-96;Prefeitura Municipal de Januária/MG;498860;001/2004;Ofício n° 1340/2013/AECI/Mtur;28/11/2013
2013;72031.006463/2010-17;Instituto Brasileiro de Ciências e Direito do Turismo - IBCDTur;622714;626/2007;Ofício n° 1338/2013/AECI/Mtur;28/11/2013
2013;72031.001237/2010-31;Prefeitura Municipal de Ouro Verde de Minas/MG;702816;702816/2008;Ofício n° 13/2013/AECI/Mtur;10/01/2013
2013;72031.015342/2010-58;Prefeitura Municipal de Timbaúba/PE;629483;939/2008;Ofício n° 1274/2013/AECI/Mtur;18/11/2013
2013;72031.000668/2009-47;Prefeitura Municipal de Frei Martinho/PB;631624;299/2008;Ofício n° 1272/2013/AECI/Mtur;18/11/2013
2013;72031.006590/2010-16;Fundo das Instituições Sociais de Américo Brasilense - FISAB/SP;594250;372/2007;Ofício n° 12/2013/AECI/Mtur;10/01/2013
2013;72031.004382/2011-55;Prefeitura Municipal de Quintana/SP;631478;488/2008;Ofício n° 1176/2013/AECI/Mtur;16/10/2013
2013;72031.000672/2012-19;Oscip Tercon Brasil;744042;744042/2010;Ofício n° 1163/2013/AECI/Mtur;29/10/2013
2013;72031.004959/2010-48;Prefeitura Municipal de Lavras de Mangabeira/CE;702994;42/2009;Ofício n° 1161/2013/AECI/Mtur;29/10/2013
2013;72031.005629/2010-70;Associação Recreativa e Cultural Unida da Glória/ES;599890;547/2007;Ofício n° 1159/2013/AECI/Mtur;29/10/2013
2013;72000.003175/2009-26;Associação Cultura Acesa;629846;1.145/2008;Ofício n° 1157/2013/AECI/Mtur;29/10/2013
2013;72031.006605/2010-38;Prefeitura Municipal de Ubarana/SP;635819;450/2008;Ofício n° 1155/2013/AECI/Mtur;29/10/2013
2013;72031.010256/2011-30 ;Prefeitura Municipal de Indiaroba/SE;552420;567/2005 ;Ofício n° 1153/2013/AECI/Mtur;29/10/2013
2013; 72031.007362/2011-36;Prefeitura Municipal de Indiaroba/SE;525668;139/20005;Ofício n° 1153/2013/AECI/Mtur;29/10/2013
2013;72031.010623/2011-03;Lunuz/RJ;601082;745/2007;Ofício n° 1150/2013/AECI/Mtur;29/10/2013
2013;72031.013164/2010-21;Prefeitura Municipal de Tabuleiro do Norte/CE;635826;596/2008;Ofício n° 1148/2013/AECI/Mtur;29/10/2013
2013;72031.008908/2010-95;Prefeitura Municipal de Nova Módica/MG;705986;705986/2009;Ofício n° 11/2013/AECI/Mtur;10/01/2013
2013;72031.008884/2011-55;Premium Avança Brasil - PAB, de Luziânia/GO;703429/2009;259/2009;Ofício n° 1080/2013/AECI/Mtur;16/10/2013
2013;72031.003198/2012-79;Premium Avança Brasil - PAB, de Luziânia/GO;704123/2009;700/2009;Ofício n° 1080/2013/AECI/Mtur;16/10/2013
2013;72031.010544/2010-11;Prefeitura Municipal de Mundo Novo/GO;629061;352/2008;Ofício n° 1079/2013/AECI/Mtur;16/10/2013
2013;72031.006601/2010-50;Fundação de Densenvolvimento do Turismo de Araxá e Região - Araxá Convebtion & Visitors Bureau/MG.;628711;121/2008;Ofício n° 1078/2013/AECI/Mtur;16/10/2013
2013;72031.006602/2010-02;Associação Brasil de Assesoria, Consultoria e Desenvolvimento de Ações/SP;625839;149/2009;Ofício n° 1077/2013/AECI/Mtur;16/10/2013
2013;72031.007352/2011-09;Fundação 21 de Abril/DF;591032;027/2007;Ofício n° 1075/2013/AECI/Mtur;16/10/2013
2013;72100.001355/2010-89;Prefeitura Municipal de Cáceres/MT;379597;68/1999;Ofício n° 1035/2013/AECI/Mtur;04/10/2013
2013;72031.017076/2010-06;Instituto Arte, Cia e Didadania/DF;703037;703.037/2009;Ofício n° 1033/2013/AECI/Mtur;04/10/2013
2013;72031.006456/2010-15;Associação Cultural de Artistas e Escritores Gramadenses - ACAEG/RS;634949;1163/2008;Ofício n° 1031/2013/AECI/Mtur;04/10/2013
2013;72031.009787/2011-80;Empresa de Turismo de Pernambuco S/A - EMPETUR;703793;532/2009;Ofício n° 1029/2013/AECI/Mtur;04/10/2013
2013;72000.002731/2009-47;Prefeitura Municipal de Cuité de Mamanguape/PB;632867;751/2008;Ofício n° 1027/2013/AECI/Mtur;04/10/2013
2013;72031.006956/2011-20;Prefeitura Municipal de Oeiras/PI;707165;707165/2009;Ofício n° 1025/2013/AECI/Mtur;04/10/2013
2013;72100.000636/2009-81;Prefeitura Municipal de Veranópolis/RS;393646;36/2000;Ofício n° 1023/2013/AECI/Mtur;04/10/2013
2013;72100.001072/2010-37;Instituto Latino Americano - ILAM/SP;465987;103/2002;Ofício n° 1016/2013/AECI/Mtur;04/10/2013
2013;72031.006438/2012-97;Instituto Brasileiro de Desenvolvimento de Infraestrutura Sustentável - IBRASI/SP;766753/2010;747653/2010;Ofício n° 1012/2013/AECI/Mtur;04/10/2013
2013;72100.000750/2007-49;Associação de Kitesurf Ceará -AKC/CE;485527;81/2003;Ofício n° 1008/2013/AECI/Mtur;04/10/2013
2013;72031.003195/2012-35;Instituto Educar e Crescer -EIC/DF;704608;704608/2009;Ofício n° 1006/2013/AECI/Mtur;04/10/2013
2013;72031.003200/2012-18;Premium Avança Brasil - GO;704605;704605/2009;Ofício n° 1004/2013/AECI/Mtur;04/10/2013
2013;72031.001400/2011-47;Fundação de Cultura, Assistência Social e Saúde da Paraíba - FCASSPB;703309;703309/2009;Ofício n° 10/2013/AECI/Mtur;10/01/2013
2013;72031.002504/2009-54;Associação dos Amigos de Quiterianópolis/CE;567284;401/2006;Ofício n° 09/2013/AECI/Mtur;10/01/2013
2012;72031.004359/2009-46;Prefeitura Municipal de Cabaceiras/PB;506948;097/04;Ofício n° 913/2012/AECI/Mtur;26/12/2012
2012;72000.003309/2009-17;Prefeitura Municipal de Nova Porteirinha/MG;537517;450/2005;Ofício n° 911/2012/AECI/Mtur;26/12/2012
2012;72031.004494/2009-91;Prefeitura Municipal de Água Boa/MG;629778;617/2008;Ofício n° 912/2012/AECI/Mtur;26/12/2012
2012;72031.002511/2009-56;Associação  Brasileira dos Bacharéis do Turismo - ABBTUR;591806;051/2007;Ofício n° 870/2012/AECI/Mtur;17/12/2012
2012;72031.003394/2009-48;Prefeitura Municipal de Entre Rios/BA;634883;578/2008;Ofício n° 866/2012/AECI/Mtur;17/12/2012
2012;72031.000699/2009-06;Prefeitura Municipal de Luciara/MT;527314;306/2005;Ofício n° 871/2012/AECI/Mtur;17/12/2012
2012;72031.003393/2009-01;Associação de Moradores Urbanos de Monsenhor Gil/PI;566820;358/2006;Ofício n° 868/2012/AECI/Mtur;17/12/2012
2012;72000.000742/2007-21;Associação Comunitária de Rádio Gurinhatãense de  Gurinhatã/MG;526158;284/2005;Ofício n° 869/2012/AECI/Mtur;17/12/2012
2012;72031.004381/2011-19;Prefeitura Municipal de Cáceres/MT;620224;810/2007;Ofício n° 872/2012/AECI/Mtur;17/12/2012
2012;72000.003327/2008-18;Associação Cultural, Social e Esportiva Grêmio Recreativo Escola de Samba Novo Império - A.C.S.E.G.R.E.S.N.I;567347;355/2006;Ofício n° 867/2012/AECI/Mtur;17/12/2012
2012;72031.004941/2009-11;Organização Não Governamental para o Desenvolvimento do Turismo - ONGTOUR;700015/2008;1205/2008;Ofício n° 821/2012/AECI/Mtur;26/11/2012
2012;72000.001028/2007-50;Associação GMT - Grupo de Modelismo de Tramandai;527729 e 556047;213/2005 e 04/2006;Ofício n° 822/2012/AECI/Mtur;26/11/2012
2012;72031.016513/2010-66;Instituto de Tecnologia Pesquisa e Cultural da Amazônia-ITCE;702989/2009;702989;Ofício n° 778/2012/AECI/Mtur;09/11/2012
2012;72031.007759/2009-11;Prefeitura Municipal de Alpercata/MG;625516;125/2008;Ofício n° 776/2012/AECI/Mtur;09/11/2012
2012;72000.002695/2009-11;Prefeitura Municipal de Lagoa dos Patos/MG;624748;109/2008;Ofício n° 774/2012/AECI/Mtur;09/11/2012
2012;72000.003314/2009-11;Câmara de Cultura, Comércio e Turismo do Brasil - Países Africanos-RJ;572659;461/2006;Ofício n° 775/2012/AECI/Mtur;09/11/2012
2012;72031.011865/2010-25;Prefeitura Municipal de Palmeirinha/PE;629492;1025/2008;Ofício n° 778/2012/AECI/Mtur;09/11/2012
2012;72031.010543/2010-69;Prefeitura Municipal de Araújo de Saboeiro/CE;630708;529/2008;Ofício n° 777/2012/AECI/Mtur;09/11/2012
2012;72031.016513/2010-66;Instituto de Tecnologia Pesquisa e Cultural da Amazônia-ITEC;702989;702989/2009;Ofício n° 779/2012/AECI/Mtur;09/11/2012
2012;72031.006593/2010-41;Centro Integrado de Ressocialização e Desenvolvimento HumanO - CIRDH/PE;563767;146/2006;Ofício n° 758/2012/AECI/Mtur;30/10/2012
2012;72000.003311/2009-88;Associação de Kitesurf da Paraíba-AKP/PB;570147;426/2006;Ofício n° 730/2012/AECI/Mtur;11/10/2012
2012;72031.000251/2011-07;Prefeitura Municipal de Guarjão/PB;732854/2010;732854/2010;Ofício n° 732/2012/AECI/Mtur;11/10/2012
2012;72031.006606/2010-82;Instituto de Pesquisa Sociais Aplicadas/PE;564102;246/2006;Ofício n° 733/2012/AECI/Mtur;11/10/2012
2012;72000.003685/2009-01;Prefeitura Municipal de Cacimba de Dentro/PB;592916;206/2007;Ofício n° 734/2012/AECI/Mtur;11/10/2012
2012;72031.002388/2009-73;Prefeitura Municipal de Paulistas/MG;629366;307/2008;Ofício n° 731/2012/AECI/Mtur;11/10/2012
2012;72031.006114/2010-97;Associação Brasileira de Agentes de Viagem do Pará - ABV/PA;562957;086/2006;Ofício n° 685/2012/AECI/Mtur;12/09/2012
2012;72031.006454/2010-18;Fundação Memorial para a Cultura Sertaneja/PE;629255;626/2008;Ofício n° 686/2012/AECI/Mtur;12/09/2012
2012;72031.005986/2010-38;Liga Capixaba das Escolas de Samba - LICES/ES;524079;80/2005;Ofício n° 687/2012/AECI/Mtur;12/09/2012
2012;72031.000701/2009-39;Instituto Brasileiro de Tecnologia Educacional - IBTE;419456;233/2001;Ofício n° 640/2012/AECI/Mtur;28/08/2012
2012;72100.001383/2007-09;Prefeitura Municipal de São Bento/PB;417001;28/2001;Ofício n° 607/2012/AECI/Mtur;10/08/2012
2012;72100.000279/2010-94;Departamento  de Edificações, Rodovias e Transporte - DERT/CE;382514;90/99;Ofício n° 608/2012/AECI/Mtur;10/08/2012
2012;72031.014068/2010-08;Prefeitura Municipal de São José de Caiana/PB;628505;980/2008;Ofício n° 605/2012/AECI/Mtur;10/08/2012
2012;72031.004358/2009-00;Prefeitura Municipal de Santana de Mangueira/PB;569114;240/2006;Ofício n° 606/2012/AECI/Mtur;10/08/2012
2012;72100.000003/2008-91;Prefeitura Municipal de Barbalha/CE;393661;104/2000;Ofício n° 555/2012/AECI/Mtur;24/07/2012
2012;72031.009197/2010-76;Prefeitura Municipal de Piracanjuba/GO;622210;715/2007;Ofício n° 553/2012/AECI/Mtur;24/07/2012
2012;72031.004385/2011-99;Prefeitura Municipal de Malta/PB;629310;604/2008;Ofício n° 554/2012/AECI/Mtur;24/07/2012
2012;72031.002501/2009-11;Centro Integrado de Ressocialização e Desenvolvimento HumanO - CIRDH/PE;560012;245/2006;Ofício n° 552/2012/AECI/Mtur;24/07/2012
2012;72031.009530/2011-28;Premium Avança Brasil;703207;135/2009;Ofício n° 534/2012/AECI/Mtur;11/07/2012
2012;72031.006079/2010-14;Prefeitura Municipal de Coroaci/MG;626996;328/2008;Ofício n° 520/2012/AECI/Mtur;05/07/2012
2012;72031.006787/2010-47;Prefeitura Municipal de Capela/AL;594122;418/2007;Ofício n° 522/2012/AECI/Mtur;05/07/2012
2012;72000.002797/2009-37;Associação Comunitária Cultural Clube das Maés de Camutanga/PE;574507;442/2006;Ofício n° 519/2012/AECI/Mtur;05/07/2012
2012;72000.003268/2009-51;Federação de Motociclismo do Estado do Acre/AC;573221;462/2006;Ofício n° 518/2012/AECI/Mtur;05/07/2012
2012;72031.002779/2009-78;Prefeitura Municipal de Bodoquena/MS;593219;104/2007;Ofício n° 521/2012/AECI/Mtur;05/07/2012
2012;72100.001369/2006-16;IWC Brasil - Coalisão Internacional da Vida Silvestre;446154;116/2001;Ofício n° 496/2012/AECI/Mtur;28/06/2012
2012;72031.000665/2009-11;Intituto Para Densevolvimento Sustentável de Maués-AM;514020;294/2004;Ofício n° 399/2012/AECI/Mtur;15/06/2012
2012;72031.000661/2009-25;Prefeitura Municipal de Nhamundá-AM;582528;557/2006;Ofício n° 400/2012/AECI/Mtur;15/06/2012
2012;00190.006276/2012-53;Prefeitura Municipal de Peritoró/MA;589139;Contrato de Repasse n° 0213863-36/2006/Mtur/CAIXA;Ofício n° 315/2012/AECI/Mtur;11/05/2012
2012;00190.006277/2012-06;Prefeitura Municipal de Santo Hipólito/MG;539173;Contrato de Repasse n° 0185253-53/2005/Mtur/CAIXA;Ofício n° 308/2012/AECI/Mtur;11/05/2012
2012;72100.000390/2009-47;Prefeitura Municipal de Iporã/PR;412039;303/2000;Ofício n° 314/2012/AECI/Mtur;11/05/2012
2012;72100.000851/2011-04;Prefeitura Municipal de Iguatu/CE;393743;56/2000;Ofício n° 307/2012/AECI/Mtur;11/05/2012
2012;72100.001461/2007-67;Prefeitura Municipal de Trairi/CE;393741;66/2000;Ofício n° 312/2012/AECI/Mtur;11/05/2012
2012;72100.000145/2010-73;Prefeitura Municipal de Jaguaruana/CE;383449;178/99;Ofício n° 310/2012/AECI/Mtur;11/05/2012
2012;72031.002505/2009-07;Fundação Cultural Manoel Antônio Nunes Neto/Icó/CE;586515;Termo de Convênio n° 511/2006;Ofício n° 320/2012/AECI/Mtur;11/05/2012
2012;72000.002694/2009-77;Associação Beneficente Centro de Cultura, Esporte e Assistência Social - ABCC/MG;619530;855/2007;Ofício n° 321/2012/AECI/Mtur;11/05/2012
2012;72031.008470/2010-45;Prefeitura Municipal de Coroaci/MG;625108;131/2008;Ofício n° 313/2012/AECI/Mtur;11/05/2012
2012;72000.003011/2009-07;Prefeitura Municipal de Itapiranga/AM;622723;843/2007;Ofício n° 311/2012/AECI/Mtur;11/05/2012
2012;72031.013817/2010-71;Prefeitura Municipal de São João do Paraíso/MG;702758;1654/2008;Ofício n° 309/2012/AECI/Mtur;11/05/2012
2012;72100.000812/2011-07;Prefeitura Municipal de Lafayete Coutinho/BA;454605;36/2002;Ofício n° 180/2012/AECI/Mtur;10/04/2012
2012;00190.017707/2009-10;Prefeitura Municipal de Pirapora/MG;442575;Contrato de Repasse n° 132.744-63;Ofício n° 178/2012/AECI/Mtur;10/04/2012
2012;00190.000715/2012-14;Prefeitura Municipal de Rosário/MA;589103;Contrato de Repasse n° 210.518-84/2006;Ofício n° 177/2012/AECI/Mtur;10/04/2012
2012;72031.001392/2011-39;Prefeitura Municipal de Coribe/BA;703767;703767/2009;Ofício n° 168/2012/AECI/Mtur;10/04/2012
2012;72031.000301/2011-48;Prefeitura Municipal de São Mamede/PB;629835;872/2008;Ofício n° 170/2012/AECI/Mtur;10/04/2012
