CO_ENTIDADE,NO_ENTIDADE,CO_MUNICIPIO,NO_MUNICIPIO,TP_LOCALIZACAO,TP_DEPENDENCIA,TP_LOCALIZACAO_DIFERENCIADA,IN_AGUA_INEXISTENTE,IN_ENERGIA_INEXISTENTE,IN_ESGOTO_INEXISTENTE,IN_BANHEIRO,IN_ALIMENTACAO,IN_AGUA_POTAVEL,IN_INTERNET,IN_BIBLIOTECA_SALA_LEITURA,IN_LABORATORIO_CIENCIAS,IN_LABORATORIO_INFORMATICA,IN_ACESSIBILIDADE_INEXISTENTE,QT_SALAS_UTILIZA_CLIMATIZADAS,3_CAT_FUN_AI
25130811,EDUCANDARIO DIVINO PAI ETERNO,2507507,João Pessoa,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,--
25130978,ESCOLA LIDERANCA,2507507,João Pessoa,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,--
25131010,EM DEPUTADO JOACIL DE BRITO PEREIRA,2507507,João Pessoa,1,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,20.0,0
25131036,INTENSIVO SERVICOS EDUCACIONAIS EIRELI,2507507,João Pessoa,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,24.0,0
25131079,INSTITUTO EDUCACIONAL GENESIS,2507507,João Pessoa,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
25131109,IMPACTTUS COLEGIO E CURSO,2507507,João Pessoa,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,10.0,0
25131133,COLEGIO MUNDO KIDS,2507507,João Pessoa,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,0
25131141,CENTRO EDUCACIONAL PARAISO DA CRIANCA,2507507,João Pessoa,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7
25131168,ESCOLA VILA EDUCACAO INFANTIL E ENSINO FUNDAMENTAL EIRELI,2507507,João Pessoa,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,13.0,0
25131419,CENTRO EDUCACIONAL DA ASSEMBLEIA DE DEUS NA PARAIBA - CEAD,2507507,João Pessoa,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,0
25132059,ALGORITMO COLEGIO E CURSO,2507507,João Pessoa,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,20.0,--
25132202,SABER INSTITUTO EDUCACIONAL,2507507,João Pessoa,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,--
25132350,SISTEMA DE ENSINO META LTDA,2507507,João Pessoa,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,22.0,0
25132369,JANIO DE SA BRAGA FILHO,2507507,João Pessoa,1,4,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,20.0,0
25132512,CENTRO DE DESENVOLVIMENTO INFANTIL RISOS KIDS,2507507,João Pessoa,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0
25132598,COLEGIO BATISTA BRASIL - PRAIA - JOAO PESSOA,2507507,João Pessoa,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,20.0,0
25132644,INSTITUTO EDUCACIONAL CRESCER,2507507,João Pessoa,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0
25132687,COLEGIO LIMA BANDEIRA LIDERA,2507507,João Pessoa,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,--
25132776,COLEGIO VIP QI KIDS,2507507,João Pessoa,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,--
25132865,COLEGIO MASTER BAIRRO DOS ESTADOS,2507507,João Pessoa,1,4,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,13.0,0
25132881,EM ANTONIA LUCIA NAVARRO BRAGA,2507507,João Pessoa,1,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,13.0,0.6
25133012,COLEGIO VILA LTDA,2507507,João Pessoa,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,43.0,0
25133047,KAIROS EPITACIO COLEGIO LTDA ME,2507507,João Pessoa,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,10.0,--
25133250,ESCOLA MUNDO MAGICO LTDA,2507507,João Pessoa,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.9
25133357,ESCOLA CRESCER,2507507,João Pessoa,1,4,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,7.0,2.5
25133454,CENTRO DE EDUCACAO MDW,2507507,João Pessoa,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,7.0,--
25133500,CENTRO PESSOENSE DE EDUCACAO LTDA - AMBIENTAL,2507507,João Pessoa,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,60.0,0
25133560,EM ANTONIO NOMINANDO DINIZ,2507507,João Pessoa,1,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,--
25133667,ESCOLA TECNICA ESTADUAL DE ARTES TECNOLOGIA E ECONOMIA CRIATIVA POETA JUCA PONTES,2507507,João Pessoa,1,2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,12.0,--
25133748,ISO COLEGIO E CURSOS - UNIDADE SUL,2507507,João Pessoa,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,46.0,0.4
25133829,ESCOLA LIDERANCA,2507507,João Pessoa,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
25133837,ESCOLA INFANTIL LAPIS MAGICO,2507507,João Pessoa,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7
25133845,SISTEMA DE ENSINO PRIMEIROS PASSOS KIDS,2507507,João Pessoa,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,0
25133853,CENTRO EDUCACIONAL EVOLUIR - CRUZ DAS ARMAS,2507507,João Pessoa,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5
25133861,COLEGIO GGE,2507507,João Pessoa,1,4,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,48.0,0
25133950,COLEGIO NOVO TEMPO,2507507,João Pessoa,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
25133985,CENTRO DE ENSINO HBS LTDA,2507507,João Pessoa,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,1.3
25134027,HBE COLEGIO E CURSO,2507507,João Pessoa,1,4,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,14.0,0
25134248,CENTRO EDUCACIONAL ANDRE LUIZ,2507507,João Pessoa,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,--
25134434,ESCOLA HBJP,2507507,João Pessoa,1,4,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,0
25134736,EM PROFESSOR ABRAAO ALVES DE CARVALHO,2507507,João Pessoa,1,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3
25134787,COLEGIO DESPERTAR LTDA,2507507,João Pessoa,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0
25134914,REITZEL CENTRO EDUCACIONAL,2507507,João Pessoa,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,--
25134965,INSTITUTO EDUCACIONAL SUCESSO,2507507,João Pessoa,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,10.0,--
25135619,AGAPE SERVICO DE ENSINO LTDA,2507507,João Pessoa,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,15.0,0
25135643,COLEGIO MONTE REAL,2507507,João Pessoa,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,14.0,0
25135694,COLEGIO E CURSO LINK,2507507,João Pessoa,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,1.9
25139401,EM PROFESSORA ANAYDE BEIRIZ,2507507,João Pessoa,1,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,24.0,0
25145207,CENTRO EDUCACIONAL CAUE,2507507,João Pessoa,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,12.0,0
25145800,INSTITUTO ANJINHO AZUL,2507507,João Pessoa,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,9.0,--
25146807,CENTRO EDUCACIONAL CENECISTA PROFESSOR FELIPE TIAGO GOMES,2507507,João Pessoa,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,8.0,--
25147005,INSTITUTO EDUCACIONAL G I LTDA,2507507,João Pessoa,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,13.0,0
25148001,COLEGIO GERACAO CRIATIVA,2507507,João Pessoa,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
25149806,EM JORNALISTA RAIMUNDO NONATO BATISTA,2507507,João Pessoa,1,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,0
25152009,ESCOLA COMUNITARIA EBENEZER,2507507,João Pessoa,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,--
25153811,JOAO MACHADO COLEGIO E CURSO,2507507,João Pessoa,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,22.0,0
25153820,CARL ROGERS - CENTRO DE EDUCACAO,2507507,João Pessoa,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0
25154001,JOAO MACHADO COLEGIO E CURSO BESSA,2507507,João Pessoa,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,23.0,0
25154010,INSTITUTO DE EDUCACAO SARAH KALLEY,2507507,João Pessoa,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,0
25175807,COLEGIO SHAMAH,2507507,João Pessoa,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0
25186809,INSTITUTO EDUCACIONAL LAPIS NA MAO,2507507,João Pessoa,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,2
25202804,CENTRO EDUCACIONAL DE ENSINO PENIEL,2507507,João Pessoa,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0
25254952,COLEGIO DO BETEL BRASILEIRO,2507507,João Pessoa,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,--
25258940,EM PROFESSOR AFONSO PEREIRA DA SILVA,2507507,João Pessoa,1,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,23.0,2.1
25266942,COLEGIO MUNDO DAS LETRAS E EXATO COLEGIO E CURSOS,2507507,João Pessoa,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,24.0,0
25290924,CENTRO EDUCACIONAL PRINCIPE DA PAZ,2507507,João Pessoa,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0
25301926,INSTITUTO DE EDUCACAO DOCE MAE DE DEUS,2507507,João Pessoa,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,15.0,0
25306936,ESCOLA INTERNACIONAL CIDADE VIVA,2507507,João Pessoa,1,4,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,30.0,0
25082272,ECI DOM ADAUTO,2507606,Juarez Távora,1,2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,--
25082302,ESCOLA MUNICIPAL DO ENSINO INFANTIL E FUNDAMENTAL JOSE AUGUSTO DE LIRA,2507606,Juarez Távora,1,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0
25082337,EMEF LUIS RIBEIRO COUTINHO,2507606,Juarez Távora,1,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,--
25082345,ESCOLA MUNICIPAL DO ENSINO INFANTIL E FUNDAMENTAL EUDOCIA GARCIA FIGUEIREDO,2507606,Juarez Távora,1,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
25082353,ESCOLA MUNICIPAL DO ENSINO INFANTIL E FUNDAMENTAL PADRE AZEVEDO,2507606,Juarez Távora,2,3,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0
25082361,ESCOLA MUNICIPAL DO ENSINO INFANTIL E FUNDAMENTAL CICERA MENDONCA DE ARAUJO,2507606,Juarez Távora,1,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
25082370,ESCOLA MUNICIPAL DO ENSINO INFANTIL E FUNDAMENTAL MANOEL FELIX DE OLIVEIRA,2507606,Juarez Távora,2,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0
25082418,ESCOLA MUNICIPAL DO ENSINO INFANTIL E FUNDAMENTAL MANOEL PEREIRA DA SILVA,2507606,Juarez Távora,2,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0
25082442,ESCOLA MUNICIPAL DO ENSINO INFANTIL E FUNDAMENTAL MANOEL MENDES DA ROCHA,2507606,Juarez Távora,1,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0
25082469,ESCOLA MUNIC DO ENS INFANTIL E FUNDAMENTAL NOSSA SENHORA DA CONCEICAO,2507606,Juarez Távora,2,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0
25112112,CENTRO EDUCACIONAL DE JUAREZ TAVORA,2507606,Juarez Távora,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,8.0,0
25132652,NATALIA PEREIRA DE FIGUEIREDO ALVES,2507606,Juarez Távora,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,8.0,0
25041428,ESC MUN ENS FUND SEVERINO MARINHEIRO,2507705,Juazeirinho,1,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,22.0,0
25041525,ECIT DEPUTADO GENIVAL MATIAS,2507705,Juazeirinho,1,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,--
25041665,EMEF FCO JOSE DO NASCIMENTO,2507705,Juazeirinho,2,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0
25041800,ESC MUL ENS FUND FREI DAMIAO,2507705,Juazeirinho,1,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,0
25041983,ESC MUL ENS FUND JOSE ANANIAS APOLINARIO,2507705,Juazeirinho,2,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0
25042076,EMEF VITALINO BARTOLOMEU,2507705,Juazeirinho,2,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0
25042084,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL ANTONIO CARLOS DE MORAIS,2507705,Juazeirinho,2,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,1
25042165,EMEF JOAO ARAUJO,2507705,Juazeirinho,2,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0
25042181,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL JOAQUIM MEDEIROS,2507705,Juazeirinho,1,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,0
25042190,EMEF JOSE PEIXE,2507705,Juazeirinho,2,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
25042211,ESC MUL ENS FUND MIGUEL LUCINDO,2507705,Juazeirinho,2,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0
25042238,EMEF FRANCISCA NUNES PEREIRA,2507705,Juazeirinho,2,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
25104446,EMEF PADRE CICERO,2507705,Juazeirinho,2,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0
25108638,ESCOLA PARTICULAR NOSSA SENHORA DE FATIMA,2507705,Juazeirinho,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,16.7
25118358,EEEFM DEPUTADO PEDRO PASCOAL DE OLIVEIRA,2507705,Juazeirinho,1,2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,--
25132911,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL LUIZ GONZAGA BURITY,2507705,Juazeirinho,1,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,0
25134558,ESCOLA ESPACO CRESCER,2507705,Juazeirinho,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,--
25038460,EMEIEFM SANTO ONOFRE,2507804,Junco do Seridó,1,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,16.0,0
25038478,ECIT EZEQUIEL FERNANDES,2507804,Junco do Seridó,1,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,--
25038648,EMEIEF JOSE MARIANO DA NOBREGA,2507804,Junco do Seridó,2,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,5.0,0
25038729,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL ENSINO FUNDAMENTAL CASTELO BRANCO,2507804,Junco do Seridó,2,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,0
25108875,ESCOLA ESTRELA DA MANHA,2507804,Junco do Seridó,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
25111744,ESCOLA PEQUENO PRINCIPE,2507804,Junco do Seridó,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0
25132938,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL JOSE PEREIRA DE MELO,2507804,Junco do Seridó,1,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,0
25088785,ECIT TEONAS DA CUNHA CAVALCANTI,2507903,Juripiranga,1,2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,10.0,--
25088793,EEEFM DEMETRIO TOLEDO,2507903,Juripiranga,1,2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
25088815,E M E I F JOSEFA ALEXANDRINA DA SILVA,2507903,Juripiranga,1,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,5.0,0
25088823,EMEF MARIA JOSE BORBA,2507903,Juripiranga,1,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,11.0,0
25088858,EMEIF JOSE ABDON DE QUEIROZ,2507903,Juripiranga,2,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
25088874,ESC MUL DE ENS INF E FUN TEONAS DA CUNHA CAVALCANTE,2507903,Juripiranga,2,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
25088904,ESCOLA MUN DE ENS INFANTIL E FUNDAMENTAL VEREADOR JOSE GRIMAUDO TAVARES,2507903,Juripiranga,1,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,8.0,0
25088912,ESC MUN ENS INF E FUND SALVINO JOAO PEREIRA,2507903,Juripiranga,1,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,13.0,--
25118889,ESCOLA DO SABER,2507903,Juripiranga,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0
25123378,UNIDADE ESCOLAR RECANTO FELIZ,2507903,Juripiranga,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0
25123386,COLEGIO OPCAO,2507903,Juripiranga,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0
25034820,EEEF AMERICA FLORENTINO,2508000,Juru,1,2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,--
25034839,ECIT ARLINDA PESSOA DA SILVA,2508000,Juru,2,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,--
25034855,EMEIEF CORNELIO DE SOUZA NASCIMENTO,2508000,Juru,2,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.0,0
25035193,EMEIF LUIZ DE SOUSA BRASIL,2508000,Juru,2,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
25035207,EMEIF MANOEL BARBOSA,2508000,Juru,2,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0
25035231,EMEIF POSSIDONIO DA COSTA VERAS,2508000,Juru,2,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0
25035398,EMEIF POLONORDESTE,2508000,Juru,2,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
25111698,EMEIF ANTONIO ALVES DA SILVA,2508000,Juru,1,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0
25132105,EMEIF DONA ADGINA PIRES RAMOS,2508000,Juru,1,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,--
25003038,EEEFM MONSENHOR VALERIANO PEREIRA,2508109,Lagoa,1,2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,--
25003054,ECI FREI BRUNO,2508109,Lagoa,1,2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,--
25003100,EM DE ACUDINHO,2508109,Lagoa,2,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0
25003119,EM DE CANTINHO,2508109,Lagoa,2,3,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
25003151,E M MANOEL JUVENCIO FILHO,2508109,Lagoa,2,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0
25003232,E M MARGARIDA CARDOSO,2508109,Lagoa,1,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,1.8
25003321,E M MARTIM ANTONIO DE OLIVEIRA,2508109,Lagoa,2,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.7
25254928,EMEF AMADEU JOSE DE ALMEIDA,2508109,Lagoa,1,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,--
25069357,ECIT IVAN BICHARA SOBREIRA,2508208,Lagoa de Dentro,1,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,--
25069373,EEEFM GETULIO VARGAS,2508208,Lagoa de Dentro,1,2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,--
25069411,ESC ENS FUND MENINO JESUS,2508208,Lagoa de Dentro,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
25069446,EMEIF PROFESSORA ANTONIA COELHO PEREIRA,2508208,Lagoa de Dentro,1,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,9.0,1.1
25069454,EMEF PROFESSOR JOAO DE FREITAS FILHO,2508208,Lagoa de Dentro,2,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0
